,YEAR,COUNTY,ZIP,NGROUP,AVG_WAGE
6464,1991.0,20073.0,66863.0,5.0,30053.65847134
6465,1991.0,20073.0,66863.0,6.0,25507.69539255
6466,1991.0,20073.0,66863.0,7.0,25507.69539255
6467,1991.0,20073.0,66863.0,8.0,25507.69539255
6468,1991.0,20073.0,66863.0,9.0,37914.308089
6469,1991.0,20073.0,66863.0,10.0,31468.87571387
6470,1991.0,20073.0,66863.0,11.0,23041.38842082
6471,1991.0,20073.0,66863.0,12.0,31050.316768135
6472,1991.0,20073.0,66863.0,13.0,31050.316768135
6473,1991.0,20073.0,66863.0,14.0,31050.316768135
6474,1991.0,20073.0,66863.0,15.0,23253.483312605
6475,1991.0,20073.0,66863.0,16.0,23253.483312605
6476,1991.0,20073.0,66863.0,17.0,8598.289374045
6477,1991.0,20073.0,66863.0,18.0,8598.289374045
6478,1991.0,20073.0,66863.0,19.0,16560.294072735
6479,1991.0,20073.0,66863.0,20.0,16560.294072735
6480,1991.0,20125.0,67335.0,1.0,35879.69868462
6481,1991.0,20125.0,67335.0,2.0,35879.69868462
6482,1991.0,20125.0,67335.0,3.0,39654.236980015
6483,1991.0,20125.0,67335.0,4.0,32611.935794375
6484,1991.0,20125.0,67335.0,5.0,43064.64776208
6485,1991.0,20125.0,67335.0,6.0,39654.236980015
6486,1991.0,20125.0,67335.0,7.0,39654.236980015
6487,1991.0,20125.0,67335.0,8.0,39654.236980015
6488,1991.0,20125.0,67335.0,9.0,33383.36057777
6489,1991.0,20125.0,67335.0,10.0,34220.47846924
6490,1991.0,20125.0,67335.0,11.0,32568.76603764
6491,1991.0,20125.0,67335.0,12.0,39932.024979875
6492,1991.0,20125.0,67335.0,13.0,39932.024979875
6493,1991.0,20125.0,67335.0,14.0,39932.024979875
6494,1991.0,20125.0,67335.0,15.0,30658.03506563
6495,1991.0,20125.0,67335.0,16.0,30658.03506563
6496,1991.0,20125.0,67335.0,17.0,11577.00258876
6497,1991.0,20125.0,67335.0,18.0,11577.00258876
6498,1991.0,20125.0,67335.0,19.0,22076.63820509
6499,1991.0,20125.0,67335.0,20.0,22076.63820509
6500,1991.0,20093.0,67860.0,1.0,34776.05446896
6501,1991.0,20093.0,67860.0,2.0,34776.05446896
6502,1991.0,20093.0,67860.0,3.0,44515.52697756499
6503,1991.0,20093.0,67860.0,4.0,34776.05446896
6504,1991.0,20093.0,67860.0,5.0,34776.05446896
6505,1991.0,20093.0,67860.0,6.0,44515.52697756499
6506,1991.0,20093.0,67860.0,7.0,44515.52697756499
6507,1991.0,20093.0,67860.0,8.0,44515.52697756499
6508,1991.0,20093.0,67860.0,9.0,34776.05446896
6509,1991.0,20093.0,67860.0,10.0,37542.67279189
6510,1991.0,20093.0,67860.0,11.0,37411.28657574
6511,1991.0,20093.0,67860.0,12.0,34776.05446896
6512,1991.0,20093.0,67860.0,13.0,34776.05446896
6513,1991.0,20093.0,67860.0,14.0,34776.05446896
6514,1991.0,20093.0,67860.0,15.0,34776.05446896
6515,1991.0,20093.0,67860.0,16.0,34776.05446896
6516,1991.0,20093.0,67860.0,17.0,8943.647427925
6517,1991.0,20093.0,67860.0,18.0,8943.647427925
6518,1991.0,20093.0,67860.0,19.0,34776.05446896
6519,1991.0,20093.0,67860.0,20.0,34776.05446896
6520,1991.0,20055.0,67868.0,1.0,33918.290172095
6521,1991.0,20055.0,67868.0,2.0,33918.290172095
6522,1991.0,20055.0,67868.0,3.0,34796.700874355
6523,1991.0,20055.0,67868.0,4.0,41412.93533048
6524,1991.0,20055.0,67868.0,5.0,33713.70306409
6525,1991.0,20055.0,67868.0,6.0,34796.700874355
6526,1991.0,20055.0,67868.0,7.0,34796.700874355
6527,1991.0,20055.0,67868.0,8.0,34796.700874355
6528,1991.0,20055.0,67868.0,9.0,41805.217032985
6529,1991.0,20055.0,67868.0,10.0,41075.08506038
6530,1991.0,20055.0,67868.0,11.0,31579.615524625
6531,1991.0,20055.0,67868.0,12.0,33437.792010175
6532,1991.0,20055.0,67868.0,13.0,33437.792010175
6533,1991.0,20055.0,67868.0,14.0,33437.792010175
6534,1991.0,20055.0,67868.0,15.0,35842.15976572
6535,1991.0,20055.0,67868.0,16.0,35842.15976572
6536,1991.0,20055.0,67868.0,17.0,13742.99820929
6537,1991.0,20055.0,67868.0,18.0,13742.99820929
6538,1991.0,20055.0,67868.0,19.0,23664.53447456
6539,1991.0,20055.0,67868.0,20.0,23664.53447456
6540,1991.0,20057.0,67876.0,1.0,33090.55701035
6541,1991.0,20057.0,67876.0,2.0,33090.55701035
6542,1991.0,20057.0,67876.0,3.0,33158.12706437
6543,1991.0,20057.0,67876.0,4.0,32354.79419991
6544,1991.0,20057.0,67876.0,5.0,35524.955901015
6545,1991.0,20057.0,67876.0,6.0,33158.12706437
6546,1991.0,20057.0,67876.0,7.0,33158.12706437
6547,1991.0,20057.0,67876.0,8.0,33158.12706437
6548,1991.0,20057.0,67876.0,9.0,46540.75165222
6549,1991.0,20057.0,67876.0,10.0,40478.21624987
6550,1991.0,20057.0,67876.0,11.0,31797.341254245
6551,1991.0,20057.0,67876.0,12.0,40033.380060905
6552,1991.0,20057.0,67876.0,13.0,40033.380060905
6553,1991.0,20057.0,67876.0,14.0,40033.380060905
6554,1991.0,20057.0,67876.0,15.0,36872.603089525
6555,1991.0,20057.0,67876.0,16.0,36872.603089525
6556,1991.0,20057.0,67876.0,17.0,11727.15826436
6557,1991.0,20057.0,67876.0,18.0,11727.15826436
6558,1991.0,20057.0,67876.0,19.0,25455.14090609
6559,1991.0,20057.0,67876.0,20.0,25455.14090609
6560,1991.0,20075.0,67878.0,1.0,28600.90230991
6561,1991.0,20075.0,67878.0,2.0,28600.90230991
6562,1991.0,20075.0,67878.0,3.0,26025.73247337
6563,1991.0,20075.0,67878.0,4.0,28600.90230991
6564,1991.0,20075.0,67878.0,5.0,28600.90230991
6565,1991.0,20075.0,67878.0,6.0,26025.73247337
6566,1991.0,20075.0,67878.0,7.0,26025.73247337
6567,1991.0,20075.0,67878.0,8.0,26025.73247337
6568,1991.0,20075.0,67878.0,9.0,28600.90230991
6569,1991.0,20075.0,67878.0,10.0,28600.90230991
6570,1991.0,20075.0,67878.0,11.0,23790.289852875
6571,1991.0,20075.0,67878.0,12.0,28600.90230991
6572,1991.0,20075.0,67878.0,13.0,28600.90230991
6573,1991.0,20075.0,67878.0,14.0,28600.90230991
6574,1991.0,20075.0,67878.0,15.0,28600.90230991
6575,1991.0,20075.0,67878.0,16.0,28600.90230991
6576,1991.0,20075.0,67878.0,17.0,28600.90230991
6577,1991.0,20075.0,67878.0,18.0,28600.90230991
6578,1991.0,20075.0,67878.0,19.0,11299.214588899995
6579,1991.0,20075.0,67878.0,20.0,11299.214588899995
6580,1991.0,20057.0,67882.0,1.0,33090.55701035
6581,1991.0,20057.0,67882.0,2.0,33090.55701035
6582,1991.0,20057.0,67882.0,3.0,33158.12706437
6583,1991.0,20057.0,67882.0,4.0,32354.79419991
6584,1991.0,20057.0,67882.0,5.0,35524.955901015
6585,1991.0,20057.0,67882.0,6.0,33158.12706437
6586,1991.0,20057.0,67882.0,7.0,33158.12706437
6587,1991.0,20057.0,67882.0,8.0,33158.12706437
6588,1991.0,20057.0,67882.0,9.0,46540.75165222
6589,1991.0,20057.0,67882.0,10.0,40478.21624987
6590,1991.0,20057.0,67882.0,11.0,31797.341254245
6591,1991.0,20057.0,67882.0,12.0,40033.380060905
6592,1991.0,20057.0,67882.0,13.0,40033.380060905
6593,1991.0,20057.0,67882.0,14.0,40033.380060905
6594,1991.0,20057.0,67882.0,15.0,36872.603089525
6595,1991.0,20057.0,67882.0,16.0,36872.603089525
6596,1991.0,20057.0,67882.0,17.0,11727.15826436
6597,1991.0,20057.0,67882.0,18.0,11727.15826436
6598,1991.0,20057.0,67882.0,19.0,25455.14090609
6599,1991.0,20057.0,67882.0,20.0,25455.14090609
6600,1991.0,20125.0,67340.0,1.0,35879.69868462
6601,1991.0,20125.0,67340.0,2.0,35879.69868462
6602,1991.0,20125.0,67340.0,3.0,39654.236980015
6603,1991.0,20125.0,67340.0,4.0,32611.935794375
6604,1991.0,20125.0,67340.0,5.0,43064.64776208
6605,1991.0,20125.0,67340.0,6.0,39654.236980015
6606,1991.0,20125.0,67340.0,7.0,39654.236980015
6607,1991.0,20125.0,67340.0,8.0,39654.236980015
6608,1991.0,20125.0,67340.0,9.0,33383.36057777
6609,1991.0,20125.0,67340.0,10.0,34220.47846924
6610,1991.0,20125.0,67340.0,11.0,32568.76603764
6611,1991.0,20125.0,67340.0,12.0,39932.024979875
6612,1991.0,20125.0,67340.0,13.0,39932.024979875
6613,1991.0,20125.0,67340.0,14.0,39932.024979875
6614,1991.0,20125.0,67340.0,15.0,30658.03506563
6615,1991.0,20125.0,67340.0,16.0,30658.03506563
6616,1991.0,20125.0,67340.0,17.0,11577.00258876
6617,1991.0,20125.0,67340.0,18.0,11577.00258876
6618,1991.0,20125.0,67340.0,19.0,22076.63820509
6619,1991.0,20125.0,67340.0,20.0,22076.63820509
6620,1991.0,20099.0,67341.0,1.0,33169.38874004
6621,1991.0,20099.0,67341.0,2.0,33169.38874004
6622,1991.0,20099.0,67341.0,3.0,27746.891904935
6623,1991.0,20099.0,67341.0,4.0,33169.38874004
6624,1991.0,20099.0,67341.0,5.0,40966.22219557
6625,1991.0,20099.0,67341.0,6.0,27746.891904935
6626,1991.0,20099.0,67341.0,7.0,27746.891904935
6627,1991.0,20099.0,67341.0,8.0,27746.891904935
6628,1991.0,20099.0,67341.0,9.0,33388.991415605
6629,1991.0,20099.0,67341.0,10.0,33248.22046973
6630,1991.0,20099.0,67341.0,11.0,25288.092716985
6631,1991.0,20099.0,67341.0,12.0,39524.72770981
6632,1991.0,20099.0,67341.0,13.0,39524.72770981
6633,1991.0,20099.0,67341.0,14.0,39524.72770981
6634,1991.0,20099.0,67341.0,15.0,22268.08669148
6635,1991.0,20099.0,67341.0,16.0,22268.08669148
6636,1991.0,20099.0,67341.0,17.0,9324.66745476
6637,1991.0,20099.0,67341.0,18.0,9324.66745476
6638,1991.0,20099.0,67341.0,19.0,27784.430823835
6639,1991.0,20099.0,67341.0,20.0,27784.430823835
6640,1991.0,20049.0,67349.0,1.0,22331.90285361
6641,1991.0,20049.0,67349.0,2.0,22331.90285361
6642,1991.0,20049.0,67349.0,3.0,15880.839640645
6643,1991.0,20049.0,67349.0,4.0,22331.90285361
6644,1991.0,20049.0,67349.0,5.0,22331.90285361
6645,1991.0,20049.0,67349.0,6.0,15880.839640645
6646,1991.0,20049.0,67349.0,7.0,15880.839640645
6647,1991.0,20049.0,67349.0,8.0,15880.839640645
6648,1991.0,20049.0,67349.0,9.0,22331.90285361
6649,1991.0,20049.0,67349.0,10.0,22331.90285361
6650,1991.0,20049.0,67349.0,11.0,18058.096936845
6651,1991.0,20049.0,67349.0,12.0,22331.90285361
6652,1991.0,20049.0,67349.0,13.0,22331.90285361
6653,1991.0,20049.0,67349.0,14.0,22331.90285361
6654,1991.0,20049.0,67349.0,15.0,22331.90285361
6655,1991.0,20049.0,67349.0,16.0,22331.90285361
6656,1991.0,20049.0,67349.0,17.0,6447.3093210749985
6657,1991.0,20049.0,67349.0,18.0,6447.3093210749985
6658,1991.0,20049.0,67349.0,19.0,22331.90285361
6659,1991.0,20049.0,67349.0,20.0,22331.90285361
6660,1991.0,20099.0,67354.0,1.0,33169.38874004
6661,1991.0,20099.0,67354.0,2.0,33169.38874004
6662,1991.0,20099.0,67354.0,3.0,27746.891904935
6663,1991.0,20099.0,67354.0,4.0,33169.38874004
6664,1991.0,20099.0,67354.0,5.0,40966.22219557
6665,1991.0,20099.0,67354.0,6.0,27746.891904935
6666,1991.0,20099.0,67354.0,7.0,27746.891904935
6667,1991.0,20099.0,67354.0,8.0,27746.891904935
6668,1991.0,20099.0,67354.0,9.0,33388.991415605
6669,1991.0,20099.0,67354.0,10.0,33248.22046973
6670,1991.0,20099.0,67354.0,11.0,25288.092716985
6671,1991.0,20099.0,67354.0,12.0,39524.72770981
6672,1991.0,20099.0,67354.0,13.0,39524.72770981
6673,1991.0,20099.0,67354.0,14.0,39524.72770981
6674,1991.0,20099.0,67354.0,15.0,22268.08669148
6675,1991.0,20099.0,67354.0,16.0,22268.08669148
6676,1991.0,20099.0,67354.0,17.0,9324.66745476
6677,1991.0,20099.0,67354.0,18.0,9324.66745476
6678,1991.0,20099.0,67354.0,19.0,27784.430823835
6679,1991.0,20099.0,67354.0,20.0,27784.430823835
6680,1991.0,20099.0,67356.0,1.0,33169.38874004
6681,1991.0,20099.0,67356.0,2.0,33169.38874004
6682,1991.0,20099.0,67356.0,3.0,27746.891904935
6683,1991.0,20099.0,67356.0,4.0,33169.38874004
6684,1991.0,20099.0,67356.0,5.0,40966.22219557
6685,1991.0,20099.0,67356.0,6.0,27746.891904935
6686,1991.0,20099.0,67356.0,7.0,27746.891904935
6687,1991.0,20099.0,67356.0,8.0,27746.891904935
6688,1991.0,20099.0,67356.0,9.0,33388.991415605
6689,1991.0,20099.0,67356.0,10.0,33248.22046973
6690,1991.0,20099.0,67356.0,11.0,25288.092716985
6691,1991.0,20099.0,67356.0,12.0,39524.72770981
6692,1991.0,20099.0,67356.0,13.0,39524.72770981
6693,1991.0,20099.0,67356.0,14.0,39524.72770981
6694,1991.0,20099.0,67356.0,15.0,22268.08669148
6695,1991.0,20099.0,67356.0,16.0,22268.08669148
6696,1991.0,20099.0,67356.0,17.0,9324.66745476
6697,1991.0,20099.0,67356.0,18.0,9324.66745476
6698,1991.0,20099.0,67356.0,19.0,27784.430823835
6699,1991.0,20099.0,67356.0,20.0,27784.430823835
6700,1991.0,20099.0,67357.0,1.0,33169.38874004
6701,1991.0,20099.0,67357.0,2.0,33169.38874004
6702,1991.0,20099.0,67357.0,3.0,27746.891904935
6703,1991.0,20099.0,67357.0,4.0,33169.38874004
6704,1991.0,20099.0,67357.0,5.0,40966.22219557
6705,1991.0,20099.0,67357.0,6.0,27746.891904935
6706,1991.0,20099.0,67357.0,7.0,27746.891904935
6707,1991.0,20099.0,67357.0,8.0,27746.891904935
6708,1991.0,20099.0,67357.0,9.0,33388.991415605
6709,1991.0,20099.0,67357.0,10.0,33248.22046973
6710,1991.0,20099.0,67357.0,11.0,25288.092716985
6711,1991.0,20099.0,67357.0,12.0,39524.72770981
6712,1991.0,20099.0,67357.0,13.0,39524.72770981
6713,1991.0,20099.0,67357.0,14.0,39524.72770981
6714,1991.0,20099.0,67357.0,15.0,22268.08669148
6715,1991.0,20099.0,67357.0,16.0,22268.08669148
6716,1991.0,20099.0,67357.0,17.0,9324.66745476
6717,1991.0,20099.0,67357.0,18.0,9324.66745476
6718,1991.0,20099.0,67357.0,19.0,27784.430823835
6719,1991.0,20099.0,67357.0,20.0,27784.430823835
6720,1991.0,20125.0,67363.0,1.0,35879.69868462
6721,1991.0,20125.0,67363.0,2.0,35879.69868462
6722,1991.0,20125.0,67363.0,3.0,39654.236980015
6723,1991.0,20125.0,67363.0,4.0,32611.935794375
6724,1991.0,20125.0,67363.0,5.0,43064.64776208
6725,1991.0,20125.0,67363.0,6.0,39654.236980015
6726,1991.0,20125.0,67363.0,7.0,39654.236980015
6727,1991.0,20125.0,67363.0,8.0,39654.236980015
6728,1991.0,20125.0,67363.0,9.0,33383.36057777
6729,1991.0,20125.0,67363.0,10.0,34220.47846924
6730,1991.0,20125.0,67363.0,11.0,32568.76603764
6731,1991.0,20125.0,67363.0,12.0,39932.024979875
6732,1991.0,20125.0,67363.0,13.0,39932.024979875
6733,1991.0,20125.0,67363.0,14.0,39932.024979875
6734,1991.0,20125.0,67363.0,15.0,30658.03506563
6735,1991.0,20125.0,67363.0,16.0,30658.03506563
6736,1991.0,20125.0,67363.0,17.0,11577.00258876
6737,1991.0,20125.0,67363.0,18.0,11577.00258876
6738,1991.0,20125.0,67363.0,19.0,22076.63820509
6739,1991.0,20125.0,67363.0,20.0,22076.63820509
6740,1991.0,20125.0,67364.0,1.0,35879.69868462
6741,1991.0,20125.0,67364.0,2.0,35879.69868462
6742,1991.0,20125.0,67364.0,3.0,39654.236980015
6743,1991.0,20125.0,67364.0,4.0,32611.935794375
6744,1991.0,20125.0,67364.0,5.0,43064.64776208
6745,1991.0,20125.0,67364.0,6.0,39654.236980015
6746,1991.0,20125.0,67364.0,7.0,39654.236980015
6747,1991.0,20125.0,67364.0,8.0,39654.236980015
6748,1991.0,20125.0,67364.0,9.0,33383.36057777
6749,1991.0,20125.0,67364.0,10.0,34220.47846924
6750,1991.0,20125.0,67364.0,11.0,32568.76603764
6751,1991.0,20125.0,67364.0,12.0,39932.024979875
6752,1991.0,20125.0,67364.0,13.0,39932.024979875
6753,1991.0,20125.0,67364.0,14.0,39932.024979875
6754,1991.0,20125.0,67364.0,15.0,30658.03506563
6755,1991.0,20125.0,67364.0,16.0,30658.03506563
6756,1991.0,20125.0,67364.0,17.0,11577.00258876
6757,1991.0,20125.0,67364.0,18.0,11577.00258876
6758,1991.0,20125.0,67364.0,19.0,22076.63820509
6759,1991.0,20125.0,67364.0,20.0,22076.63820509
6760,1991.0,20173.0,67001.0,1.0,46110.93103081499
6761,1991.0,20173.0,67001.0,2.0,46110.93103081499
6762,1991.0,20173.0,67001.0,3.0,39391.464547715
6763,1991.0,20173.0,67001.0,4.0,42105.528384185
6764,1991.0,20173.0,67001.0,5.0,61922.323671495
6765,1991.0,20173.0,67001.0,6.0,39391.464547715
6766,1991.0,20173.0,67001.0,7.0,39391.464547715
6767,1991.0,20173.0,67001.0,8.0,39391.464547715
6768,1991.0,20173.0,67001.0,9.0,48413.94370533
6769,1991.0,20173.0,67001.0,10.0,46931.15640878
6770,1991.0,20173.0,67001.0,11.0,38790.841845315
6771,1991.0,20173.0,67001.0,12.0,42208.76041116
6772,1991.0,20173.0,67001.0,13.0,42208.76041116
6773,1991.0,20173.0,67001.0,14.0,42208.76041116
6774,1991.0,20173.0,67001.0,15.0,48087.3551109
6775,1991.0,20173.0,67001.0,16.0,48087.3551109
6776,1991.0,20173.0,67001.0,17.0,18593.02653117
6777,1991.0,20173.0,67001.0,18.0,18593.02653117
6778,1991.0,20173.0,67001.0,19.0,27960.863742665
6779,1991.0,20173.0,67001.0,20.0,27960.863742665
6780,1991.0,20015.0,67042.0,1.0,31707.247848885
6781,1991.0,20015.0,67042.0,2.0,31707.247848885
6782,1991.0,20015.0,67042.0,3.0,33116.83425358
6783,1991.0,20015.0,67042.0,4.0,41030.038357699996
6784,1991.0,20015.0,67042.0,5.0,47796.42848942499
6785,1991.0,20015.0,67042.0,6.0,33116.83425358
6786,1991.0,20015.0,67042.0,7.0,33116.83425358
6787,1991.0,20015.0,67042.0,8.0,33116.83425358
6788,1991.0,20015.0,67042.0,9.0,25740.43668973
6789,1991.0,20015.0,67042.0,10.0,35622.557090154995
6790,1991.0,20015.0,67042.0,11.0,26973.590175595
6791,1991.0,20015.0,67042.0,12.0,24334.604176925
6792,1991.0,20015.0,67042.0,13.0,24334.604176925
6793,1991.0,20015.0,67042.0,14.0,24334.604176925
6794,1991.0,20015.0,67042.0,15.0,27838.86225624
6795,1991.0,20015.0,67042.0,16.0,27838.86225624
6796,1991.0,20015.0,67042.0,17.0,12140.08637226
6797,1991.0,20015.0,67042.0,18.0,12140.08637226
6798,1991.0,20015.0,67042.0,19.0,21611.15561073
6799,1991.0,20015.0,67042.0,20.0,21611.15561073
6800,1991.0,20073.0,67045.0,1.0,26192.780662475
6801,1991.0,20073.0,67045.0,2.0,26192.780662475
6802,1991.0,20073.0,67045.0,3.0,25507.69539255
6803,1991.0,20073.0,67045.0,4.0,26883.496770235
6804,1991.0,20073.0,67045.0,5.0,30053.65847134
6805,1991.0,20073.0,67045.0,6.0,25507.69539255
6806,1991.0,20073.0,67045.0,7.0,25507.69539255
6807,1991.0,20073.0,67045.0,8.0,25507.69539255
6808,1991.0,20073.0,67045.0,9.0,37914.308089
6809,1991.0,20073.0,67045.0,10.0,31468.87571387
6810,1991.0,20073.0,67045.0,11.0,23041.38842082
6811,1991.0,20073.0,67045.0,12.0,31050.316768135
6812,1991.0,20073.0,67045.0,13.0,31050.316768135
6813,1991.0,20073.0,67045.0,14.0,31050.316768135
6814,1991.0,20073.0,67045.0,15.0,23253.483312605
6815,1991.0,20073.0,67045.0,16.0,23253.483312605
6816,1991.0,20073.0,67045.0,17.0,8598.289374045
6817,1991.0,20073.0,67045.0,18.0,8598.289374045
6818,1991.0,20073.0,67045.0,19.0,16560.294072735
6819,1991.0,20073.0,67045.0,20.0,16560.294072735
6820,1991.0,20073.0,67047.0,1.0,26192.780662475
6821,1991.0,20073.0,67047.0,2.0,26192.780662475
6822,1991.0,20073.0,67047.0,3.0,25507.69539255
6823,1991.0,20073.0,67047.0,4.0,26883.496770235
6824,1991.0,20073.0,67047.0,5.0,30053.65847134
6825,1991.0,20073.0,67047.0,6.0,25507.69539255
6826,1991.0,20073.0,67047.0,7.0,25507.69539255
6827,1991.0,20073.0,67047.0,8.0,25507.69539255
6828,1991.0,20073.0,67047.0,9.0,37914.308089
6829,1991.0,20073.0,67047.0,10.0,31468.87571387
6830,1991.0,20073.0,67047.0,11.0,23041.38842082
6831,1991.0,20073.0,67047.0,12.0,31050.316768135
6832,1991.0,20073.0,67047.0,13.0,31050.316768135
6833,1991.0,20073.0,67047.0,14.0,31050.316768135
6834,1991.0,20073.0,67047.0,15.0,23253.483312605
6835,1991.0,20073.0,67047.0,16.0,23253.483312605
6836,1991.0,20073.0,67047.0,17.0,8598.289374045
6837,1991.0,20073.0,67047.0,18.0,8598.289374045
6838,1991.0,20073.0,67047.0,19.0,16560.294072735
6839,1991.0,20073.0,67047.0,20.0,16560.294072735
6840,1991.0,20173.0,67055.0,1.0,46110.93103081499
6841,1991.0,20173.0,67055.0,2.0,46110.93103081499
6842,1991.0,20173.0,67055.0,3.0,39391.464547715
6843,1991.0,20173.0,67055.0,4.0,42105.528384185
6844,1991.0,20173.0,67055.0,5.0,61922.323671495
6845,1991.0,20173.0,67055.0,6.0,39391.464547715
6846,1991.0,20173.0,67055.0,7.0,39391.464547715
6847,1991.0,20173.0,67055.0,8.0,39391.464547715
6848,1991.0,20173.0,67055.0,9.0,48413.94370533
6849,1991.0,20173.0,67055.0,10.0,46931.15640878
6850,1991.0,20173.0,67055.0,11.0,38790.841845315
6851,1991.0,20173.0,67055.0,12.0,42208.76041116
6852,1991.0,20173.0,67055.0,13.0,42208.76041116
6853,1991.0,20173.0,67055.0,14.0,42208.76041116
6854,1991.0,20173.0,67055.0,15.0,48087.3551109
6855,1991.0,20173.0,67055.0,16.0,48087.3551109
6856,1991.0,20173.0,67055.0,17.0,18593.02653117
6857,1991.0,20173.0,67055.0,18.0,18593.02653117
6858,1991.0,20173.0,67055.0,19.0,27960.863742665
6859,1991.0,20173.0,67055.0,20.0,27960.863742665
6860,1991.0,20173.0,67067.0,1.0,46110.93103081499
6861,1991.0,20173.0,67067.0,2.0,46110.93103081499
6862,1991.0,20173.0,67067.0,3.0,39391.464547715
6863,1991.0,20173.0,67067.0,4.0,42105.528384185
6864,1991.0,20173.0,67067.0,5.0,61922.323671495
6865,1991.0,20173.0,67067.0,6.0,39391.464547715
6866,1991.0,20173.0,67067.0,7.0,39391.464547715
6867,1991.0,20173.0,67067.0,8.0,39391.464547715
6868,1991.0,20173.0,67067.0,9.0,48413.94370533
6869,1991.0,20173.0,67067.0,10.0,46931.15640878
6870,1991.0,20173.0,67067.0,11.0,38790.841845315
6871,1991.0,20173.0,67067.0,12.0,42208.76041116
6872,1991.0,20173.0,67067.0,13.0,42208.76041116
6873,1991.0,20173.0,67067.0,14.0,42208.76041116
6874,1991.0,20173.0,67067.0,15.0,48087.3551109
6875,1991.0,20173.0,67067.0,16.0,48087.3551109
6876,1991.0,20173.0,67067.0,17.0,18593.02653117
6877,1991.0,20173.0,67067.0,18.0,18593.02653117
6878,1991.0,20173.0,67067.0,19.0,27960.863742665
6879,1991.0,20173.0,67067.0,20.0,27960.863742665
6880,1991.0,20015.0,67072.0,1.0,31707.247848885
6881,1991.0,20015.0,67072.0,2.0,31707.247848885
6882,1991.0,20015.0,67072.0,3.0,33116.83425358
6883,1991.0,20015.0,67072.0,4.0,41030.038357699996
6884,1991.0,20015.0,67072.0,5.0,47796.42848942499
6885,1991.0,20015.0,67072.0,6.0,33116.83425358
6886,1991.0,20015.0,67072.0,7.0,33116.83425358
6887,1991.0,20015.0,67072.0,8.0,33116.83425358
6888,1991.0,20015.0,67072.0,9.0,25740.43668973
6889,1991.0,20015.0,67072.0,10.0,35622.557090154995
6890,1991.0,20015.0,67072.0,11.0,26973.590175595
6891,1991.0,20015.0,67072.0,12.0,24334.604176925
6892,1991.0,20015.0,67072.0,13.0,24334.604176925
6893,1991.0,20015.0,67072.0,14.0,24334.604176925
6894,1991.0,20015.0,67072.0,15.0,27838.86225624
6895,1991.0,20015.0,67072.0,16.0,27838.86225624
6896,1991.0,20015.0,67072.0,17.0,12140.08637226
6897,1991.0,20015.0,67072.0,18.0,12140.08637226
6898,1991.0,20015.0,67072.0,19.0,21611.15561073
6899,1991.0,20015.0,67072.0,20.0,21611.15561073
6900,1991.0,20015.0,67074.0,1.0,31707.247848885
6901,1991.0,20015.0,67074.0,2.0,31707.247848885
6902,1991.0,20015.0,67074.0,3.0,33116.83425358
6903,1991.0,20015.0,67074.0,4.0,41030.038357699996
6904,1991.0,20015.0,67074.0,5.0,47796.42848942499
6905,1991.0,20015.0,67074.0,6.0,33116.83425358
6906,1991.0,20015.0,67074.0,7.0,33116.83425358
6907,1991.0,20015.0,67074.0,8.0,33116.83425358
6908,1991.0,20015.0,67074.0,9.0,25740.43668973
6909,1991.0,20015.0,67074.0,10.0,35622.557090154995
6910,1991.0,20015.0,67074.0,11.0,26973.590175595
6911,1991.0,20015.0,67074.0,12.0,24334.604176925
6912,1991.0,20015.0,67074.0,13.0,24334.604176925
6913,1991.0,20015.0,67074.0,14.0,24334.604176925
6914,1991.0,20015.0,67074.0,15.0,27838.86225624
6915,1991.0,20015.0,67074.0,16.0,27838.86225624
6916,1991.0,20015.0,67074.0,17.0,12140.08637226
6917,1991.0,20015.0,67074.0,18.0,12140.08637226
6918,1991.0,20015.0,67074.0,19.0,21611.15561073
6919,1991.0,20015.0,67074.0,20.0,21611.15561073
6920,1991.0,20173.0,67101.0,1.0,46110.93103081499
6921,1991.0,20173.0,67101.0,2.0,46110.93103081499
6922,1991.0,20173.0,67101.0,3.0,39391.464547715
6923,1991.0,20173.0,67101.0,4.0,42105.528384185
6924,1991.0,20173.0,67101.0,5.0,61922.323671495
6925,1991.0,20173.0,67101.0,6.0,39391.464547715
6926,1991.0,20173.0,67101.0,7.0,39391.464547715
6927,1991.0,20173.0,67101.0,8.0,39391.464547715
6928,1991.0,20173.0,67101.0,9.0,48413.94370533
6929,1991.0,20173.0,67101.0,10.0,46931.15640878
6930,1991.0,20173.0,67101.0,11.0,38790.841845315
6931,1991.0,20173.0,67101.0,12.0,42208.76041116
6932,1991.0,20173.0,67101.0,13.0,42208.76041116
6933,1991.0,20173.0,67101.0,14.0,42208.76041116
6934,1991.0,20173.0,67101.0,15.0,48087.3551109
6935,1991.0,20173.0,67101.0,16.0,48087.3551109
6936,1991.0,20173.0,67101.0,17.0,18593.02653117
6937,1991.0,20173.0,67101.0,18.0,18593.02653117
6938,1991.0,20173.0,67101.0,19.0,27960.863742665
6939,1991.0,20173.0,67101.0,20.0,27960.863742665
6940,1991.0,20173.0,67108.0,1.0,46110.93103081499
6941,1991.0,20173.0,67108.0,2.0,46110.93103081499
6942,1991.0,20173.0,67108.0,3.0,39391.464547715
6943,1991.0,20173.0,67108.0,4.0,42105.528384185
