,YEAR,COUNTY,COLLEGE_COMP,HIGHSCHOOL_COMP,UNEMPLOYMENT_RATE,NAIRPORTS,LAND_AREA,MED_INC,MED_RENT,HOME_OWNERSHIP
504,2010.0,29145.0,16.1,34.3,9.0,4.0,626.66,40955.0,558.0,74.0
505,2010.0,29097.0,16.5,35.4,8.5,11.0,641.32,37565.0,612.0,64.0
506,2010.0,20205.0,10.9,37.2,12.0,2.0,574.97,37078.0,491.0,75.0
507,2010.0,20185.0,18.4,29.1,5.1,2.0,794.72,39980.0,450.0,78.0
508,2010.0,20173.0,25.4,29.3,8.8,27.0,1009.41,45996.0,639.0,65.0
509,2010.0,20155.0,17.3,30.6,6.4,4.0,1271.25,41717.0,578.0,68.0
510,2010.0,20145.0,21.8,29.8,4.7,2.0,754.56,42658.0,569.0,69.0
511,2010.0,20133.0,15.0,35.1,10.2,4.0,578.02,38363.0,463.0,72.0
512,2010.0,20125.0,16.0,30.2,10.6,6.0,651.4,37495.0,533.0,70.0
513,2010.0,20099.0,15.9,31.9,9.5,4.0,653.3,39683.0,499.0,70.0
514,2010.0,20093.0,15.0,27.7,4.5,3.0,871.5,49426.0,482.0,73.0
515,2010.0,20083.0,19.7,30.7,3.7,1.0,860.24,43338.0,483.0,78.0
516,2010.0,20079.0,23.0,30.1,7.2,5.0,540.5,46941.0,588.0,70.0
517,2010.0,20075.0,17.4,30.3,3.1,1.0,997.62,42586.0,542.0,70.0
518,2010.0,20073.0,14.5,38.6,7.6,4.0,1152.59,35146.0,444.0,74.0
519,2010.0,20069.0,16.3,25.8,3.2,4.0,869.34,51828.0,558.0,72.0
520,2010.0,20057.0,16.4,23.1,4.2,2.0,1099.29,43876.0,596.0,64.0
521,2010.0,20055.0,14.3,24.9,4.6,2.0,1302.62,46697.0,599.0,63.0
522,2010.0,20049.0,10.6,41.5,8.3,1.0,650.36,32619.0,376.0,79.0
523,2010.0,20047.0,16.3,32.3,5.3,1.0,622.1,41800.0,496.0,76.0
524,2010.0,20037.0,23.9,30.7,8.7,5.0,595.05,35407.0,612.0,61.0
525,2010.0,20021.0,11.3,38.9,9.1,1.0,590.96,36204.0,520.0,73.0
526,2010.0,20015.0,20.4,32.3,7.8,15.0,1446.42,55182.0,664.0,76.0
527,2010.0,8099.0,11.9,28.9,7.0,5.0,1644.35,34488.0,525.0,66.0
528,2011.0,29145.0,16.1,34.3,9.0,4.0,626.66,40955.0,558.0,74.0
529,2011.0,29097.0,16.5,35.4,8.5,11.0,641.32,37565.0,612.0,64.0
530,2011.0,20205.0,10.9,37.2,11.4,2.0,574.97,37002.0,491.0,75.0
531,2011.0,20185.0,18.4,29.1,5.1,2.0,794.72,44133.0,450.0,78.0
532,2011.0,20173.0,25.4,29.3,8.0,27.0,1009.41,49526.0,639.0,65.0
533,2011.0,20155.0,17.3,30.6,6.0,4.0,1271.25,41892.0,578.0,68.0
534,2011.0,20145.0,21.8,29.8,4.6,2.0,754.56,41623.0,569.0,69.0
535,2011.0,20133.0,15.0,35.1,9.3,4.0,578.02,40651.0,463.0,72.0
536,2011.0,20125.0,16.0,30.2,9.9,6.0,651.4,36670.0,533.0,70.0
537,2011.0,20099.0,15.9,31.9,9.1,4.0,653.3,37879.0,499.0,70.0
538,2011.0,20093.0,15.0,27.7,4.4,3.0,871.5,51413.0,482.0,73.0
539,2011.0,20083.0,19.7,30.7,3.8,1.0,860.24,45992.0,483.0,78.0
540,2011.0,20079.0,23.0,30.1,6.1,5.0,540.5,50958.0,588.0,70.0
541,2011.0,20075.0,17.4,30.3,2.8,1.0,997.62,43679.0,542.0,70.0
542,2011.0,20073.0,14.5,38.6,6.6,4.0,1152.59,35765.0,444.0,74.0
543,2011.0,20069.0,16.3,25.8,3.3,4.0,869.34,59278.0,558.0,72.0
544,2011.0,20057.0,16.4,23.1,4.3,2.0,1099.29,47542.0,596.0,64.0
545,2011.0,20055.0,14.3,24.9,4.3,2.0,1302.62,44888.0,599.0,63.0
546,2011.0,20049.0,10.6,41.5,7.6,1.0,650.36,34174.0,376.0,79.0
547,2011.0,20047.0,16.3,32.3,4.5,1.0,622.1,43874.0,496.0,76.0
548,2011.0,20037.0,23.9,30.7,7.9,5.0,595.05,34080.0,612.0,61.0
549,2011.0,20021.0,11.3,38.9,8.1,1.0,590.96,39696.0,520.0,73.0
550,2011.0,20015.0,20.4,32.3,7.0,15.0,1446.42,53217.0,664.0,76.0
551,2011.0,8099.0,11.9,28.9,7.0,5.0,1644.35,34488.0,525.0,66.0
