,YEAR,COUNTY,ZIP,COLLEGE_COMP,HIGHSCHOOL_COMP,UNEMPLOYMENT_RATE,NAIRPORTS,LAND_AREA,MED_INC,MED_VALUE,HOME_OWNERSHIP
45,1989.0,8099.0,81043.0,16.571428571428573,34.285714285714285,5.6,0.0,3.678185,32351.449465286,30918.783645331,84.61538461538461
46,1989.0,8099.0,81047.0,18.105849582172702,29.7121634168988,5.6,1.0,1547.145131,44010.66943315,0.0,70.41742286751361
47,1989.0,20173.0,67211.0,15.010735896935387,39.13071767844362,4.2,0.0,13.305171,44410.579028935994,85547.6712635,55.68206942294937
48,1989.0,20173.0,67214.0,11.606151894720151,28.349452988742666,4.2,2.0,14.175158999999999,28558.492474326,65139.913540400004,44.87413865841654
49,1989.0,20173.0,67215.0,28.550863723608447,34.50095969289827,4.2,0.0,42.969796,86462.928276536,143884.9988962,97.23546234509057
50,1989.0,20173.0,67217.0,13.320730357801551,42.33677609738104,4.2,2.0,37.946002,61408.79823951,101832.64964860001,71.91358024691358
51,1989.0,20173.0,67218.0,27.63594164456233,32.09549071618037,4.2,1.0,12.942649000000001,54272.267205432,112964.1538612,55.75603796635654
52,1989.0,20173.0,67219.0,10.860109442963381,34.61484495580188,4.2,0.0,37.56262,49261.028920093,82455.58676,70.42380522993687
53,1989.0,20173.0,67220.0,40.39193571126464,21.189905540673905,4.2,0.0,19.03891,72855.695071467,144091.1378631,61.751275852806884
54,1989.0,20173.0,67223.0,25.563909774436087,50.751879699248114,4.2,0.0,9.596532,168514.48266141198,195625.8795881,100.0
55,1989.0,20173.0,67226.0,62.741679873217116,11.743264659270999,4.2,0.0,69.775961,117903.24350812401,236029.1171005,70.59339374451916
56,1989.0,20173.0,67227.0,0.0,49.0566037735849,4.2,0.0,14.218214999999999,51792.415433625,0.0,100.0
57,1989.0,20173.0,67235.0,29.062087186261557,26.948480845442532,4.2,0.0,28.517765,98035.56987830199,151306.0017046,92.35668789808918
58,1989.0,20125.0,67301.0,22.798425045616053,29.36713723230577,6.0,1.0,543.0393349999999,47956.169259616,76271.417753,71.461841633823
59,1989.0,20205.0,66710.0,16.267942583732058,43.0622009569378,4.4,0.0,180.652601,40930.953267664,30918.783645331,88.13056379821958
60,1989.0,20021.0,66713.0,16.068721576553813,39.23698837796867,7.8,0.0,153.613351,38756.187166869,61635.5511031,70.26781661370858
61,1989.0,20037.0,66724.0,10.546500479386383,35.95397890699904,6.4,0.0,34.180904999999996,34206.700167386,0.0,81.6849816849817
62,1989.0,20021.0,66725.0,17.049272116461367,38.82978723404256,7.8,0.0,608.0616719999999,39496.22605804,54214.548294700005,74.60317460317461
63,1989.0,20021.0,66728.0,16.02209944751381,34.806629834254146,7.8,0.0,3.4123089999999996,53468.325234522,56688.215897500006,90.96045197740114
64,1989.0,20037.0,66735.0,18.7,30.5,6.4,0.0,9.809949000000001,42252.304045493,72114.33532770189,67.5
65,1989.0,20205.0,66736.0,18.389982110912346,37.96064400715564,4.4,1.0,42.692068,38440.794547512,54420.6872616,77.45408486383788
66,1989.0,20021.0,66739.0,10.412844036697248,37.20183486238532,7.8,0.0,178.52069,36849.401723044,57512.771765100006,75.58664259927798
67,1989.0,20133.0,66740.0,21.13564668769716,34.542586750788644,4.5,1.0,116.028397,57156.151352363,40609.3764793,90.66265060240966
68,1989.0,20037.0,66743.0,15.030564545127651,32.5782092772384,6.4,1.0,383.826183,52346.92925458599,61223.27316930001,79.60893854748603
69,1989.0,20037.0,66753.0,17.66871165644172,34.355828220858896,6.4,0.0,127.537292,50947.37180331825,66995.16424249999,81.93548387096773
70,1989.0,20205.0,66757.0,17.558096643305053,34.894872740686104,4.4,1.0,66.255176,37410.099713012,47824.2403208,71.09164420485175
71,1989.0,20037.0,66760.0,18.7,30.5,6.4,0.0,1.9701810000000002,42252.304045493,71364.4624145822,67.5
72,1989.0,20037.0,66762.0,25.89564674026245,25.22911893355551,6.4,1.0,60.736794999999994,39981.36909037794,56688.215897500006,62.32996502137583
73,1989.0,20037.0,66763.0,18.7,30.5,6.4,0.0,16.598898000000002,42252.304045493,71154.80175005246,67.5
74,1989.0,20021.0,66770.0,12.087912087912088,36.263736263736256,7.8,0.0,17.964804,40955.689943692,63696.940772099995,93.71727748691099
75,1989.0,20133.0,66771.0,18.225039619651348,33.438985736925524,4.5,0.0,183.067918,49757.823830322,60398.717301699995,87.37541528239203
76,1989.0,20021.0,66773.0,13.708999158957107,39.02439024390244,7.8,0.0,80.222975,35767.172146819,38960.2647441,85.64668769716089
77,1989.0,20133.0,66776.0,15.712900096993213,40.737148399612025,4.5,0.0,11.176198,46111.83684567519,62872.384904499995,87.47474747474747
78,1989.0,20021.0,66778.0,8.391608391608392,39.39393939393939,7.8,0.0,0.389398,34070.648449232,33600.6516047,81.65137614678899
79,1989.0,20021.0,66781.0,16.455696202531644,39.69258589511754,7.8,0.0,110.94413,42860.413997848,38754.125777199995,86.40939597315436
80,1989.0,20021.0,66782.0,10.3,38.3,7.8,0.0,0.766729,41211.302262648,55636.99300089992,76.5
81,1989.0,20073.0,66863.0,10.4,42.5,4.7,0.0,2.320969,41675.114938173,52565.01179226128,74.2
82,1989.0,20125.0,67335.0,13.147249190938512,36.89320388349515,6.0,0.0,128.174942,36150.590625253,45556.7116849,78.4658691062632
83,1989.0,20093.0,67860.0,18.89917194349732,30.784218217243055,2.6,1.0,1522.091609,63299.092565982995,98740.56514510002,69.1806331471136
84,1989.0,20055.0,67868.0,18.952618453865334,29.67581047381546,3.0,0.0,150.735016,60810.9952355,103069.48345,88.59060402684564
85,1989.0,20057.0,67876.0,22.261484098939924,36.04240282685512,2.9,0.0,429.643249,47496.479363429,77302.1125875,79.22374429223744
86,1989.0,20075.0,67878.0,19.754529514903567,32.6125073056692,1.0,1.0,1903.862868,46799.729655307005,79775.78019029999,70.49525816649106
87,1989.0,20057.0,67882.0,13.381294964028775,37.69784172661871,2.9,0.0,260.411381,54884.499937125,112964.1538612,67.8714859437751
88,1989.0,20125.0,67340.0,13.6,30.9,6.0,0.0,2.060589,45451.580811780994,64984.52060680147,72.3
89,1989.0,20099.0,67341.0,12.615384615384615,45.846153846153854,7.0,0.0,57.295857,67731.080354333,61017.134202400004,90.9090909090909
90,1989.0,20049.0,67349.0,12.471655328798185,39.115646258503396,3.7,1.0,603.495391,37915.140181917,32157.678836400002,78.4708249496982
91,1989.0,20099.0,67354.0,12.47739602169982,47.016274864376136,7.0,0.0,145.69218600000002,42889.273453214,36074.3192075,81.72757475083057
92,1989.0,20099.0,67356.0,13.505376344086022,39.39784946236559,7.0,1.0,10.432704,37362.687750625,56688.215897500006,77.82225780624498
93,1989.0,20099.0,67357.0,19.77689544337304,29.45736434108527,7.0,1.0,324.074322,46691.661818504035,60192.5783348,70.01733102253033
94,1989.0,20125.0,67363.0,13.6,30.9,6.0,0.0,5.639977,45451.580811780994,64392.992146971046,72.3
95,1989.0,20125.0,67364.0,13.6,30.9,6.0,0.0,12.19165,45451.580811780994,64392.992146971046,72.3
96,1989.0,20173.0,67001.0,15.808383233532936,40.7185628742515,4.2,0.0,61.303312,70491.281121124,121828.12943789999,91.95402298850573
97,1989.0,20015.0,67042.0,22.56414939274952,30.316866039631087,3.4,3.0,663.6205,54736.079880957004,84929.2543628,68.1567138419054
98,1989.0,20073.0,67045.0,15.921518173045996,41.202959150852365,4.7,2.0,1144.516412,39671.444179905,50710.1858574,71.99526346950859
99,1989.0,20073.0,67047.0,11.382113821138212,54.0650406504065,4.7,0.0,135.50018899999998,34373.295293029965,30920.845035,85.8267716535433
100,1989.0,20173.0,67055.0,22.2,32.0,4.2,0.0,2.249995,62862.077956155,102114.61470556345,63.7
101,1989.0,20173.0,67067.0,22.2,32.0,4.2,0.0,11.753847,62862.077956155,102114.61470556345,63.7
102,1989.0,20015.0,67072.0,5.128205128205129,43.16239316239317,3.4,0.0,277.51358500000003,32854.428544521994,30918.783645331,84.21052631578948
103,1989.0,20015.0,67074.0,18.819599109131406,34.74387527839644,3.4,0.0,463.462838,55461.689044445,61017.134202400004,76.12244897959185
104,1989.0,20173.0,67101.0,18.19672131147541,37.622950819672134,4.2,1.0,38.841478,70860.269871875,126981.60361039998,87.45874587458746
105,1989.0,20173.0,67108.0,16.44736842105263,39.868421052631575,4.2,0.0,60.107539,56366.639109136,87609.06093250001,77.9291553133515
106,1989.0,20073.0,67122.0,19.909502262443443,45.248868778280546,4.7,0.0,121.788399,38014.665080692255,0.0,69.82758620689657
107,1989.0,20015.0,67132.0,14.241486068111456,39.93808049535604,3.4,0.0,224.881596,72721.70474298201,44319.8778835,77.72020725388602
108,1989.0,20079.0,67135.0,18.551367331855136,36.178861788617894,3.1,0.0,147.200307,73283.25797342302,96060.75857539999,80.95957687948619
109,1989.0,20073.0,67137.0,7.993966817496228,53.54449472096531,4.7,0.0,75.606342,45092.899009375,30918.783645331,84.92753623188406
110,1989.0,20015.0,67144.0,15.954570037858302,39.15630070308275,3.4,0.0,116.746204,68359.804203378,87402.9219656,84.10087719298245
111,1989.0,20173.0,67147.0,34.993924665856625,31.105710814094767,4.2,3.0,19.030153,88202.74115717199,180783.8739713,90.95238095238096
112,1989.0,20173.0,67202.0,10.714285714285714,35.53113553113553,25.83732057416268,0.0,2.562503,15604.71979433,46381.267552499994,3.0828516377649327
113,1989.0,20173.0,67203.0,25.32092153362237,31.123012836861342,4.2,2.0,18.373313,53078.72258708099,109047.5134901,53.01780286582718
114,1989.0,20173.0,67204.0,18.491452433772675,32.252381573796164,4.2,0.0,41.714086,59194.865735004,117293.0721661,74.12979727145225
115,1989.0,20173.0,67205.0,13.942307692307693,40.384615384615394,4.2,0.0,45.708453000000006,72950.518996241,116880.7942323,82.27424749163879
116,1989.0,20173.0,67206.0,50.749926477796286,17.782570336241548,4.2,0.0,26.613915000000002,89076.770376828,260147.37622779998,64.43169594836858
117,1989.0,20173.0,67207.0,37.375233434219844,23.8779058535643,4.2,0.0,26.02596,66319.028431068,153573.5303405,41.155275306834824
118,1989.0,20173.0,67208.0,37.407077014570326,21.68450787986917,4.2,0.0,12.9166,63297.031176314005,129867.549147,63.65582764619296
119,1989.0,20173.0,67209.0,21.938168846611177,34.3935790725327,4.2,2.0,32.269434000000004,66420.036524849,136257.85712089998,60.10215664018161
120,1989.0,20173.0,67210.0,14.508774354014092,32.679286997374604,4.2,0.0,35.120523999999996,48681.778423104006,134608.7453857,33.76770538243626
121,1990.0,29097.0,64804.0,20.714262455954433,30.92775142278353,5.633226812830152,0.0,44.864311,48514.75849491723,103029.63050867386,68.67650238193325
122,1990.0,20155.0,67501.0,12.796483950307751,35.2689414599173,5.193417729635652,2.0,476.88942599999996,41139.332865938166,66488.18842601558,61.613748005147926
123,1990.0,20155.0,67502.0,32.912144212381314,26.61927663105153,4.515562944610869,0.0,185.213679,69036.54778955368,133071.714539281,76.3869913204426
124,1990.0,20155.0,67505.0,13.050116550116549,34.38628038628039,4.564619673009917,0.0,7.2451669999999995,44398.49636385605,94797.09280329528,70.78585178503342
125,1990.0,20155.0,67510.0,14.390870541282114,31.16368171613869,4.419118503118503,0.0,140.125832,62526.04404800482,51606.30209435811,84.16046966731898
126,1990.0,20047.0,67519.0,14.645590798187522,32.92418961310561,2.081903225806452,0.0,172.854773,35400.51956491931,30494.644392457918,75.26342710997443
127,1990.0,20155.0,67522.0,22.791277250428323,32.93005007134762,4.026586443259711,0.0,37.123894,65366.18091879475,102215.88775389113,83.62487982404924
128,1990.0,20145.0,67529.0,23.305501425855514,32.357592680608356,1.8690000000000002,0.0,282.559194,50818.51077255433,36075.827754025544,77.5165322945919
129,1990.0,20155.0,67543.0,20.690755208333336,32.115234375,4.418650050136084,0.0,239.063454,61494.09252998673,107055.01640759698,73.43100946189122
130,1990.0,20047.0,67547.0,16.581376120714154,38.047750389719994,2.0360886075949365,1.0,671.716509,41182.62309933671,60476.35370079533,77.04365623474173
131,1990.0,20145.0,67550.0,22.85548718212623,32.89041865915065,3.1629044481054365,1.0,807.997433,50035.82232871778,80378.65615962143,70.6351566643354
132,1990.0,20047.0,67552.0,15.814676217969279,38.31704622402795,2.1268125,0.0,497.44597000000005,51182.30328503871,58603.77914678702,70.48854571145651
133,1990.0,20185.0,67557.0,18.541926458832933,37.67486011191047,2.2026923076923075,0.0,23.77471,41526.35425298333,58284.78297922294,72.71746996671008
134,1990.0,20155.0,67561.0,19.90163591700204,29.828350668130106,4.791476009139376,0.0,168.422147,47922.92291962926,71010.2463357717,76.73863364960809
135,1990.0,20047.0,67563.0,32.908869395711505,31.90302144249512,1.9884570135746609,0.0,144.339203,52324.150652516255,50523.39665628531,72.22764227642276
136,1990.0,20155.0,67566.0,17.412668189895914,44.657946179233306,4.399516483516484,0.0,153.624437,41693.29306032288,64275.18714031459,76.89330339711051
137,1990.0,20155.0,67568.0,22.60126016725856,30.770741207469356,3.9160000000000004,0.0,166.297525,44123.16559901362,65669.1478344594,77.82413350449295
138,1990.0,20185.0,67576.0,27.108881121852676,30.25120837600857,2.591635048772284,0.0,828.132151,44838.6947435932,63094.77937434287,73.96460181449073
139,1990.0,20185.0,67578.0,19.211032919205312,35.94080476858129,2.778345980126468,1.0,576.420192,36291.60074522752,38457.83463306284,77.07828333002186
140,1990.0,20155.0,67581.0,19.34846732215153,37.641384930858614,4.7253645484949836,1.0,246.54450099999997,48102.96386010867,35277.19473557151,71.30672926447575
141,1990.0,20057.0,67801.0,23.77737129162613,25.806914068767327,3.1768657089132746,1.0,980.669235,52847.71512166547,112364.81800967429,62.992019117206446
142,1990.0,20069.0,67835.0,24.033540075871286,30.1541252057108,2.100940648184303,1.0,524.8469769999999,54648.465547005835,112689.35123104659,72.1957304411479
143,1990.0,20075.0,67836.0,13.877039603960396,32.45932673267326,0.9685714285714286,0.0,160.143519,55249.07048633509,71367.92140936869,71.49777777777777
144,1990.0,20093.0,67838.0,16.21572726651636,26.361727129876346,2.8415728155339806,0.0,42.630294,55797.489840594484,96920.53267258943,70.26618505140316
145,1990.0,20069.0,67841.0,28.659397822791785,28.24941435855036,2.0919114971050456,0.0,65.546809,57051.12964161081,71352.83770811347,86.28521739130436
146,1990.0,20057.0,67843.0,11.927893203883494,34.20879611650485,2.9,0.0,0.447309,57048.52883094026,111890.756282451,78.71222222222222
147,1990.0,20055.0,67846.0,19.99684131057435,26.01295655898466,3.3898011765635445,2.0,1945.7835579999999,56894.64243126696,117861.92257309212,60.77987605543853
148,1990.0,20055.0,67851.0,15.549984789984789,32.64800436800437,3.0196718621821166,0.0,553.423253,67641.10386573596,103962.30615548413,69.33409880912045
149,1990.0,20069.0,67853.0,23.52587910491136,34.956843940714904,2.0261428571428572,1.0,126.509825,56484.742558897124,86156.23673098054,67.35152031827225
150,1990.0,20083.0,67854.0,25.062002124269785,36.226621968489994,1.3629082125603864,1.0,1452.02016,51538.386487438744,62001.0390456884,83.19811351439259
151,1990.0,20075.0,67857.0,15.579881656804734,31.417751479289937,0.89,0.0,516.936498,39394.03979388997,69269.36498798692,78.62564692351927
152,1990.0,20015.0,67002.0,29.070662947681534,26.914532476334287,3.1603525480367582,1.0,95.560921,74230.51501883856,176080.97855772063,79.24130603740512
153,1990.0,20015.0,67010.0,19.697119379188976,35.80766997658211,3.2717609272143013,3.0,271.482714,61421.216317095736,122297.7914796005,74.57217792739586
154,1990.0,20015.0,67012.0,15.849315068493153,48.794520547945204,3.026,0.0,25.072269,22412.186446426582,3297.980750399499,99.99999999999999
155,1990.0,20173.0,67016.0,12.877911450381678,51.318167938931296,3.8667984388068026,0.0,0.781857,61736.524051291766,92775.73544756924,89.44644284572341
156,1990.0,20015.0,67017.0,25.334223046581663,33.49655734720772,3.1093194096351993,1.0,149.469253,79258.2784046228,143636.1864223881,82.23414714075045
157,1990.0,20079.0,67020.0,19.42396759955377,37.608994519086195,3.007971193415638,1.0,210.077269,54103.448987170224,69966.10027435646,71.27689306821159
158,1990.0,20173.0,67030.0,18.207507352208154,38.02082544113249,3.9670152015862525,0.0,105.01244799999999,72009.80659218351,144999.80708543694,79.99582712037922
159,1990.0,20173.0,67212.0,35.62409896937286,26.792368370944835,4.485816934993176,0.0,32.871644,83509.76666379647,161502.92422174735,70.46122875393088
160,1990.0,20173.0,67213.0,13.924152566708935,39.270842011987625,5.964764535970368,0.0,16.789151,44300.131021185436,83291.76514485107,52.657550029118745
161,1990.0,20173.0,67216.0,11.399766617409815,40.61735454984822,5.513587295621124,1.0,31.76775,55661.19086224345,96793.89808610459,69.83607019643044
162,1990.0,20173.0,67228.0,28.303723446893787,25.992945891783574,4.2,0.0,20.569998000000002,81843.33057684124,185627.57449508892,81.63690391459073
163,1990.0,20173.0,67230.0,47.6671567939942,17.775192921656537,4.039864954169545,0.0,25.560541,126023.13611434257,184243.9267339399,92.79111297862283
164,1990.0,20173.0,67232.0,56.25595348837209,8.694418604651162,4.2,0.0,8.951839,137495.14078118023,223060.0874859603,96.36999999999999
165,1990.0,8099.0,81041.0,12.919210295802166,22.934135166093927,5.365571815718157,0.0,1187.727529,37656.365218213396,59852.07854800221,59.277865682137836
166,1990.0,8099.0,81043.0,15.7336460554371,34.94712153518123,8.504,0.0,3.678185,33138.889514505034,29405.87206951875,83.58241758241758
167,1990.0,8099.0,81047.0,18.328648141262807,29.653161691951674,5.373667896678967,1.0,1547.145131,43818.05489087305,13984.83686538041,70.64840785348953
168,1990.0,20173.0,67211.0,15.114311819308435,38.509213998085436,5.6708484182308645,0.0,13.305171,44556.85904397549,88464.3364868966,55.24159173829635
169,1990.0,20173.0,67214.0,11.518245195424264,28.73893386994199,6.919168487230466,2.0,14.175158999999999,29116.718329983105,65987.66556795395,44.46847661739241
170,1990.0,20173.0,67215.0,28.800495590102265,34.46466739020477,4.785997112955612,0.0,42.969796,86989.79207504458,153226.56851997253,97.06685352365523
171,1990.0,20173.0,67217.0,13.348347154161301,42.03473512257862,5.115312747224704,2.0,37.946002,61297.559530051345,106602.16239316028,72.21840672281574
172,1990.0,20173.0,67218.0,27.623691370184154,31.55029728253011,5.647364603056115,1.0,12.942649000000001,53442.800834554415,115671.7988410645,55.531088410519146
173,1990.0,20173.0,67219.0,11.16747424693721,34.541185464490276,6.017495798319328,0.0,37.56262,49789.43068044518,85952.32260821534,70.47828473887506
174,1990.0,20173.0,67220.0,40.61889641749085,21.124539615121083,5.339000131596263,0.0,19.03891,73591.81572373945,153631.5144737496,62.87026591458502
175,1990.0,20173.0,67223.0,25.193879699248114,48.68917293233082,4.2,0.0,9.596532,148854.57132645472,190119.710004542,96.36999999999999
176,1990.0,20173.0,67226.0,62.082899515207515,11.90971587885451,4.183729255427779,0.0,69.775961,115474.95820066454,248844.1489043688,70.53699605547995
177,1990.0,20173.0,67227.0,2.4419999999999997,47.18037735849056,4.2,0.0,14.218214999999999,50294.1919569975,25405.999741311756,96.36999999999999
178,1990.0,20173.0,67235.0,30.708801652399583,26.247511389104826,4.765090019183535,0.0,28.517765,101840.59283690076,181921.39214458453,92.69841218363668
179,1990.0,20125.0,67301.0,23.0670977989562,29.33291732849255,6.810662428737198,1.0,543.0393349999999,48330.01096768105,82808.33188228367,71.36554125374124
180,1990.0,20205.0,66710.0,16.126045992032545,42.71889776503735,5.050000180228891,0.0,180.652601,40894.860414880066,33990.853608803016,87.9823575546374
181,1990.0,20021.0,66713.0,16.071105705957752,39.31843378068591,8.064,0.0,153.613351,38972.84719033472,69460.27957952138,70.29710971869287
182,1990.0,20037.0,66724.0,10.884980932271858,37.05100751936398,7.014085214047163,0.0,34.180904999999996,35899.2924605544,10323.712119962427,81.45843602307983
183,1990.0,20021.0,66725.0,17.448445090186418,38.6586667837362,7.5101818181818185,0.0,608.0616719999999,39822.76141813066,60786.20118435729,74.76597476597478
184,1990.0,20021.0,66728.0,15.392668508287288,35.19090055248619,7.8,0.0,3.4123089999999996,49449.7653880395,61777.906664408954,89.51440677966103
185,1990.0,20037.0,66735.0,17.860993079584773,31.522162629757787,6.360673485444533,0.0,9.809949000000001,41522.31871807431,75340.10931800414,68.47151898734178
186,1990.0,20205.0,66736.0,18.303489608665906,38.039658266214914,4.590244957093503,1.0,42.692068,39180.39371021473,59113.211471816,77.5674083018145
187,1990.0,20021.0,66739.0,10.607778013469797,37.44859256509519,8.145886805318787,0.0,178.52069,37815.86515024052,63076.48200633864,75.71659587096815
188,1990.0,20133.0,66740.0,21.703459116064316,34.168507744534075,4.5907988165680464,1.0,116.028397,56148.79399373476,43361.00407478352,89.55691185795817
189,1990.0,20037.0,66743.0,16.293070060381673,32.74066255120552,6.069622402890696,1.0,383.826183,52715.612519683,69474.9653173317,79.50649496729508
190,1990.0,20037.0,66753.0,17.63933692608057,35.00815314755369,6.470366331898614,0.0,127.537292,50432.457309132384,69071.46635309946,81.91971326164872
191,1990.0,20205.0,66757.0,17.320735863287766,34.90718300786735,4.479258520365753,1.0,66.255176,38882.561437769546,53543.156653416,71.20047724951233
192,1990.0,20037.0,66760.0,19.768,29.520000000000003,5.696000000000001,0.0,1.9701810000000002,46112.29282158036,87900.1572483677,70.75
193,1990.0,20037.0,66762.0,26.18573946021972,25.090491273112512,6.586026641499789,1.0,60.736794999999994,39990.864078360115,66898.9106506356,61.77409947524759
